Time,OriginVertihub,OriginVertiport,DestinationVertihub,DestinationVertiport
60,3,90,9,95
0,9,112,6,29
60,6,44,0,157
60,5,32,5,135
0,5,37,5,102
0,1,66,1,66
60,11,62,11,83
60,6,40,6,152
60,3,31,3,99
0,1,56,1,96
60,6,143,1,64
0,11,62,10,14
60,4,69,4,110
60,10,142,1,47
60,5,78,11,93
0,1,64,1,66
0,3,84,5,51
0,1,89,1,66
60,5,37,5,115
60,3,18,3,18
0,3,127,3,99
0,6,29,0,41
60,1,137,1,118
60,1,118,1,134
60,5,102,5,26
60,3,90,3,98
60,11,76,5,147
0,11,45,11,158
60,2,73,2,73
60,5,37,5,102
60,5,140,1,96
0,5,128,11,117
0,1,118,11,33
0,1,118,1,1
0,11,38,1,16
0,5,119,5,144
60,11,33,11,33
60,5,135,5,51
60,5,97,5,11
60,1,134,1,118
0,3,90,5,54
60,1,138,1,138
0,10,141,1,118
60,5,135,1,155
0,5,0,5,119
0,5,7,6,150
0,11,38,5,114
0,9,148,3,90
0,11,21,11,86
60,5,128,5,97
0,10,149,1,47
0,1,137,1,47
60,1,89,1,16
60,5,37,5,37
60,5,26,5,17
0,7,133,7,133
0,11,92,11,145
0,1,16,1,46
0,11,4,11,45
0,6,40,1,56
0,5,11,5,37
60,9,148,3,90
0,5,32,5,140
60,11,48,11,117
0,5,67,5,67
0,5,63,6,29
60,5,11,11,38
0,0,124,0,41
0,11,38,11,38
0,1,16,1,1
0,5,0,5,144
60,9,36,0,157
60,11,145,11,145
0,1,137,1,103
60,10,141,1,89
0,11,145,11,20
0,5,63,5,115
60,5,102,11,117
60,7,70,10,149
0,3,18,3,18
60,5,128,11,38
0,5,0,5,63
60,11,76,5,54
0,11,4,11,117
0,6,29,6,29
60,11,154,11,45
60,11,38,11,38
0,7,60,7,43
0,3,84,9,148
0,3,31,3,9
0,5,119,5,119
60,11,108,11,38
0,0,25,0,22
60,11,48,11,117
60,3,90,3,18
60,1,47,11,62
0,6,29,6,29
0,1,137,1,47
60,5,128,11,76
60,10,141,11,62
0,5,135,5,51
60,1,138,1,155
0,1,118,5,102
0,1,46,1,1
0,5,17,1,56
0,1,137,1,66
0,1,46,10,141
60,2,10,2,116
0,5,17,5,51
0,1,138,6,156
60,5,37,11,38
0,3,98,5,54
0,3,127,3,90
0,7,60,7,60
60,5,128,5,128
60,1,155,1,155
60,11,38,11,4
60,0,79,0,157
60,6,44,4,30
0,5,11,5,128
0,11,38,11,4
0,1,138,1,138
0,1,89,1,66
0,6,88,6,27
0,1,46,1,118
60,3,19,3,53
0,6,156,6,156
0,11,93,11,4
60,1,155,1,64
0,3,99,3,99
0,5,11,11,76
60,0,124,0,157
60,5,37,11,21
0,3,84,5,51
60,1,103,1,47
60,1,46,1,103
0,7,60,7,60
0,2,126,2,87
60,5,135,5,135
60,5,97,5,7
0,3,18,3,35
60,1,1,11,48
60,5,37,6,40
60,2,73,2,10
60,5,32,5,115
60,2,73,2,82
60,1,64,1,16
0,11,38,11,117
60,5,0,5,147
0,6,27,5,51
60,10,141,1,47
60,5,37,5,114
60,5,144,6,88
0,5,140,6,152
0,11,83,11,145
60,7,12,7,60
0,11,76,11,38
0,5,54,5,119
0,5,32,1,56
0,11,4,11,48
0,9,52,0,41
0,7,85,11,62
60,1,64,1,16
60,1,134,1,1
60,11,121,11,121
60,11,38,11,93
0,6,40,6,152
0,1,96,5,7
0,5,0,5,97
0,11,38,5,37
60,5,26,5,67
60,5,11,11,76
60,5,32,5,115
0,0,157,0,124
0,11,38,11,38
60,1,64,1,118
0,11,21,11,4
60,0,124,0,157
60,2,87,11,39
0,1,96,6,27
60,1,89,1,66
0,11,145,11,24
0,5,128,11,38
60,6,152,6,65
0,1,118,1,138
60,5,63,5,128
60,10,142,10,142
60,2,116,2,116
0,5,147,5,135
0,1,96,6,81
0,11,38,5,63
60,10,68,10,28
60,6,152,6,152
60,6,152,6,81
60,11,38,11,158
60,11,38,11,38
0,11,4,11,154
60,5,147,11,76
0,5,115,5,54
0,5,135,5,26
60,11,92,11,38
60,2,73,11,158
60,5,128,11,76
60,5,61,5,63
60,11,33,11,145
0,3,18,3,98
0,1,118,5,78
0,11,117,11,76
60,7,60,7,12
0,9,13,0,79
0,1,16,1,64
0,1,1,1,56
0,11,38,5,140
0,11,117,11,38
0,5,128,5,97
60,0,157,0,157
0,5,54,3,98
0,2,73,2,73
60,1,134,1,64
0,11,145,11,130
60,3,99,3,18
0,11,76,1,56
0,1,16,11,83
0,11,38,11,38
60,1,96,0,157
0,2,10,2,116
0,11,62,11,24
60,2,73,2,55
60,5,61,5,37
60,5,140,5,115
60,11,93,11,38
0,1,56,1,64
0,11,38,5,78
0,5,0,5,26
0,1,118,1,89
0,11,4,11,38
0,3,31,3,31
60,3,84,5,115
0,11,76,5,128
60,5,7,5,51
0,5,128,11,38
60,6,143,1,64
60,5,97,3,31
0,1,16,1,155
60,5,147,11,38
0,11,38,5,128
0,10,149,10,14
0,2,82,11,24
0,11,38,11,4
60,2,10,2,73
0,5,78,1,56
0,3,98,3,98
0,5,63,5,63
0,0,124,0,2
60,1,96,6,150
0,5,37,1,134
60,11,76,5,128
60,1,16,1,16
0,2,82,2,34
60,5,115,5,144
0,5,140,5,135
60,0,157,6,152
0,1,89,1,89
0,1,1,11,48
60,6,156,1,5
0,2,73,2,116
0,11,86,11,86
0,1,89,5,51
0,11,145,11,145
60,9,13,3,31
60,5,32,5,26
0,5,11,11,21
60,1,16,1,64
0,5,115,3,90
60,3,35,5,115
60,5,128,5,147
0,11,117,11,92
60,1,134,5,135
60,11,38,11,62
60,5,78,11,48
0,11,48,1,47
60,2,73,2,73
60,3,53,3,98
0,1,155,1,64
60,5,135,5,11
0,5,135,5,147
60,1,89,10,141
60,1,16,1,66
0,2,87,8,57
60,5,147,5,115
60,1,66,1,56
60,1,46,1,47
0,11,38,11,38
60,11,4,2,10
0,1,134,1,56
0,11,121,2,87
60,11,24,11,92
0,11,83,11,154
60,11,48,11,117
60,8,106,2,116
0,11,45,11,24
0,1,138,1,5
60,1,137,1,66
60,5,17,5,140
60,11,86,11,158
0,11,48,5,102
60,11,48,1,47
0,6,81,6,29
60,1,66,1,16
0,11,33,1,16
0,1,66,5,51
60,1,46,1,1
0,1,5,1,16
60,10,68,4,151
60,1,56,5,78
60,9,112,9,112
0,11,38,11,76
0,1,5,1,64
60,6,29,9,112
60,5,140,6,152
0,3,31,3,99
0,11,93,5,128
60,10,142,4,110
60,1,64,1,103
60,5,114,5,140
60,5,32,5,0
60,0,129,0,157
0,5,128,5,102
60,5,135,5,78
60,5,144,5,119
60,5,102,6,156
60,1,64,1,64
60,11,45,11,20
60,5,144,5,51
0,11,154,11,33
0,2,87,2,34
60,1,89,1,47
0,6,27,6,88
60,6,65,11,93
0,1,155,6,40
0,11,38,11,4
60,6,152,5,51
0,9,148,9,148
0,6,156,6,143
0,3,31,3,18
0,6,40,6,40
0,5,114,5,128
60,11,48,11,38
0,5,102,1,118
60,5,102,5,114
0,11,33,11,92
60,5,37,5,11
60,11,130,1,56
0,5,63,5,144
0,5,78,1,118
60,5,128,5,114
0,1,66,1,5
60,7,85,11,45
60,9,100,3,31
0,3,18,5,54
60,9,148,3,19
60,5,32,1,16
0,5,128,5,114
60,5,147,11,76
60,5,67,5,144
0,5,128,5,128
60,11,117,11,93
60,7,60,1,46
0,5,114,5,128
0,11,62,1,47
0,8,59,8,15
0,5,51,5,128
0,5,128,5,128
60,11,38,11,76
0,3,31,9,71
60,5,11,5,128
0,5,63,5,128
0,11,108,11,4
0,11,86,1,118
0,5,51,5,26
0,6,29,6,40
0,11,92,11,21
0,11,38,5,78
60,5,135,5,128
0,2,10,2,126
60,5,17,1,56
60,3,75,3,31
0,11,158,11,38
60,9,95,9,13
0,1,1,1,89
0,9,49,0,124
60,1,5,6,123
60,1,118,5,78
0,11,76,5,135
0,11,76,11,76
0,1,96,5,135
60,5,114,5,63
60,1,16,1,155
60,2,116,11,145
0,6,150,3,84
0,6,29,6,29
0,11,39,2,73
0,6,44,0,22
0,4,72,4,8
0,1,137,1,137
0,1,16,1,118
0,5,78,1,118
60,1,64,1,64
60,1,89,11,117
0,5,144,3,84
0,9,148,6,150
0,5,135,11,38
60,11,86,1,137
0,3,18,5,0
60,5,63,5,147
60,5,37,11,76
0,5,128,5,128
60,11,21,11,4
0,9,13,9,95
60,10,142,10,142
60,11,121,2,87
0,11,20,11,62
60,5,17,5,37
60,5,119,5,144
0,11,38,11,38
0,1,1,1,118
0,5,63,5,102
60,6,150,6,27
0,0,124,0,157
60,4,110,4,110
60,1,66,1,47
60,11,4,5,128
0,11,38,11,24
60,1,89,1,1
60,2,34,8,59
60,1,155,1,155
0,8,59,2,10
60,5,17,11,76
60,1,64,1,5
60,7,60,7,77
0,3,98,3,35
60,1,16,1,155
0,5,63,5,61
0,5,102,5,135
0,11,38,11,38
60,1,137,1,16
60,11,83,2,116
60,11,62,11,33
60,11,83,1,137
0,5,135,5,37
0,2,82,2,82
60,5,135,5,37
0,6,29,6,152
0,6,29,6,29
0,2,87,2,82
60,6,65,1,5
0,2,116,11,121
0,5,32,5,114
0,5,32,1,56
0,1,16,1,89
60,10,142,1,47
0,1,1,10,141
0,2,116,2,34
0,1,66,6,143
0,11,33,5,78
0,11,145,2,73
60,11,93,11,93
60,4,72,4,151
0,5,128,11,38
60,5,147,5,0
0,1,64,1,155
0,11,24,2,10
60,5,0,5,102
60,11,117,11,21
60,11,38,11,38
0,5,128,5,128
60,11,93,11,86
0,1,96,5,97
0,6,27,5,26
60,11,24,11,39
60,1,138,1,103
0,3,35,5,115
60,5,114,5,11
60,3,99,3,127
0,5,11,11,38
0,6,27,6,156
0,9,112,9,112
60,11,48,11,130
0,11,92,11,145
0,1,1,5,102
60,11,38,11,76
60,5,54,3,18
60,11,33,11,4
60,3,99,3,18
60,11,130,11,38
60,2,87,11,121
60,5,67,1,96
0,6,44,6,44
0,1,46,11,20
0,11,48,11,48
0,5,54,5,119
60,2,34,11,24
60,0,157,0,157
0,5,114,5,0
0,11,145,11,4
60,1,118,1,64
0,5,17,1,96
60,5,144,5,32
0,2,10,2,10
0,5,32,1,56
0,11,108,2,73
0,3,99,5,54
60,0,124,0,25
0,2,116,11,121
0,1,56,1,56
60,5,11,5,11
60,1,134,1,66
60,11,76,5,26
60,11,38,11,21
60,3,31,3,99
0,11,121,11,33
60,6,27,1,138
0,3,90,3,18
0,5,114,5,67
60,9,100,3,58
60,3,18,3,18
0,5,63,5,11
60,6,88,5,7
60,11,93,11,21
0,5,78,5,102
60,11,21,5,37
60,11,21,11,4
0,1,155,11,117
0,0,41,0,2
0,0,129,0,129
60,1,134,5,17
60,1,46,1,89
0,5,147,3,18
0,1,66,11,86
0,5,97,5,11
0,5,102,1,56
0,5,32,5,51
0,6,152,6,156
60,1,47,10,14
0,1,5,6,156
0,11,154,11,45
0,5,37,1,134
0,6,40,6,88
0,2,82,2,73
0,1,96,5,135
0,1,47,11,48
60,6,27,1,96
60,5,135,5,147
0,6,6,6,81
0,8,132,2,82
60,9,113,9,13
60,6,40,6,152
60,11,62,1,46
0,11,158,11,86
60,5,17,5,78
60,1,56,1,138
60,11,158,11,38
60,5,97,5,114
60,3,99,3,31
0,0,22,0,136
60,11,33,11,48
60,1,46,1,46
0,9,36,9,113
60,5,0,5,128
60,11,48,1,46
0,11,48,1,56
0,5,63,5,114
60,1,5,4,30
0,1,46,1,89
60,2,82,2,87
0,5,128,5,128
0,5,78,6,156
0,1,56,5,17
0,1,134,1,118
0,11,92,11,39
60,11,33,11,130
0,6,40,6,123
60,11,48,11,93
60,5,135,11,76
60,6,88,5,140
0,1,89,1,137
60,0,25,0,157
60,11,145,11,154
0,5,26,1,66
60,9,71,9,71
60,3,31,3,99
60,11,62,11,33
0,5,7,6,29
60,1,47,1,66
60,11,21,11,38
0,7,70,7,77
0,6,120,1,5
0,3,18,3,90
60,11,48,11,38
0,1,64,1,5
60,1,103,10,141
0,2,34,2,10
60,2,34,2,82
60,5,67,5,144
60,0,124,0,124
0,0,157,0,124
0,1,96,6,40
60,1,96,5,37
0,0,124,0,124
0,6,29,9,112
60,5,26,11,38
0,9,148,5,144
60,9,148,9,13
0,3,127,3,58
0,5,119,11,76
60,11,121,11,92
0,2,42,2,82
0,5,114,5,128
0,5,26,5,17
60,2,105,2,105
60,11,20,11,20
0,3,58,3,58
60,5,7,3,18
0,3,98,3,18
0,2,82,8,15
60,5,115,3,84
0,3,125,3,31
60,2,87,2,82
0,11,154,11,45
0,5,135,5,78
0,11,38,11,38
60,5,97,5,17
0,11,86,11,145
0,10,142,10,141
0,2,73,2,34
60,5,61,5,61
0,1,134,5,37
60,11,93,11,38
60,11,108,11,39
0,11,38,5,37
60,3,99,3,75
60,6,156,1,138
0,1,5,1,5
60,11,45,11,92
60,6,152,5,51
0,3,75,3,31
0,11,20,2,116
0,1,56,5,78
60,11,39,11,38
60,1,56,5,135
0,9,112,6,29
0,6,150,5,7
60,2,116,2,82
60,11,93,11,38
0,5,119,5,119
60,0,122,0,157
0,6,29,3,84
60,1,1,11,48
0,11,24,2,87
60,5,37,5,17
60,5,144,5,0
60,5,128,5,37
0,11,62,11,154
0,1,64,1,89
0,11,38,11,38
60,1,118,5,63
60,6,143,6,156
0,11,21,11,38
60,6,29,6,27
0,5,51,5,135
60,6,156,6,156
0,5,115,3,98
0,11,48,1,16
0,2,87,2,87
60,6,44,6,44
0,6,27,1,138
60,6,143,6,120
60,11,76,5,11
0,1,89,1,137
60,11,117,1,118
60,6,104,6,44
60,3,18,3,90
60,5,54,3,18
0,5,26,5,128
60,5,37,5,114
0,3,90,9,148
60,11,108,11,117
60,1,155,1,89
60,2,87,2,73
60,11,48,11,48
60,9,71,9,71
0,1,103,1,5
60,0,124,6,150
0,1,47,1,47
60,1,138,1,138
0,5,114,1,118
60,11,158,11,38
0,1,118,5,32
0,7,85,7,60
60,9,36,0,2
0,1,138,1,56
60,5,11,11,38
60,11,117,11,92
60,5,67,5,51
60,3,75,3,75
60,5,11,5,11
0,5,115,5,54
0,11,20,2,126
0,1,89,1,89
0,5,26,5,102
0,11,93,11,38
60,6,152,5,51
60,11,38,5,114
0,0,122,0,25
0,9,36,9,95
0,11,4,11,86
0,11,130,11,38
0,11,39,5,11
60,3,18,3,18
0,6,150,1,138
60,11,4,11,38
60,6,27,6,88
60,5,128,11,38
60,3,31,3,99
60,2,105,11,121
0,5,144,5,144
0,1,118,1,64
60,6,156,6,152
60,5,144,6,29
0,11,21,11,130
60,6,156,6,156
0,1,137,11,83
60,6,150,6,150
0,5,26,1,96
60,5,61,3,18
60,5,51,6,27
60,1,89,1,66
60,1,137,11,86
60,5,144,3,99
0,5,0,5,102
0,11,48,11,21
60,11,93,5,102
0,11,108,2,10
0,2,10,11,108
0,5,11,5,147
60,1,47,10,142
0,3,31,3,75
60,5,17,1,138
60,6,152,6,152
60,11,4,11,38
0,5,63,5,0
0,5,140,1,96
0,6,88,0,2
0,11,93,5,128
0,5,97,5,51
60,3,58,3,9
0,5,11,5,11
60,5,97,5,37
60,5,114,5,32
60,5,63,5,97
60,1,56,1,138
0,3,99,3,99
60,11,154,11,154
0,5,61,1,96
60,4,72,4,72
60,5,114,1,118
0,5,67,3,90
0,1,155,1,118
60,6,29,3,35
60,1,1,10,141
60,5,97,5,97
60,6,40,6,88
0,5,78,5,147
60,7,70,7,60
60,11,38,5,63
0,11,4,11,86
0,9,100,3,58
60,11,108,11,38
0,11,21,1,1
60,5,26,5,11
0,5,63,11,38
60,5,144,5,147
60,0,157,0,124
60,11,158,11,39
0,5,17,6,40
0,5,61,5,114
60,3,19,3,90
60,6,104,6,120
0,5,114,5,37
60,6,88,1,96
60,1,89,1,1
0,3,90,5,54
60,11,121,11,24
0,11,92,11,130
0,5,67,9,148
0,2,105,2,73
60,11,48,1,1
60,6,88,5,67
0,9,113,3,159
60,1,64,1,66
0,1,16,1,1
60,3,35,9,148
0,1,118,1,89
0,5,97,5,78
0,5,128,5,128
0,1,96,5,51
60,3,18,5,97
0,5,119,5,115
0,1,66,1,118
0,1,118,5,78
60,11,76,11,21
60,5,61,5,63
60,1,118,11,86
60,7,85,11,20
0,5,51,5,67
60,3,90,3,18
0,11,130,11,38
0,1,96,5,51
60,11,117,3,31
60,5,135,5,128
60,11,38,11,108
60,5,102,5,144
0,0,124,0,2
60,1,47,1,1
0,1,1,1,16
0,5,11,5,37
60,11,145,2,10
60,11,39,11,21
60,11,38,5,128
60,5,26,5,97
0,10,141,1,103
0,2,82,2,82
0,3,18,3,18
60,1,16,1,89
0,2,10,2,82
0,3,75,11,108
60,3,90,3,90
60,5,11,11,38
0,11,117,11,76
0,1,64,1,134
60,6,40,1,66
60,1,89,6,143
60,1,118,5,78
0,3,159,9,95
60,5,11,11,76
60,3,58,3,31
0,1,64,1,103
60,11,108,11,38
0,3,84,6,150
0,6,143,6,156
60,0,157,0,2
60,11,158,11,39
60,8,132,8,132
0,5,26,5,26
0,5,61,11,93
60,6,44,6,156
0,5,37,11,4
0,11,33,11,33
60,5,63,5,11
60,6,40,6,40
0,11,39,11,130
0,11,45,7,43
0,11,121,2,82
0,3,75,3,99
0,1,134,11,38
60,5,7,5,51
60,3,99,3,31
0,9,13,9,13
60,3,98,3,84
0,3,53,3,99
60,5,128,11,93
0,5,37,5,11
0,9,148,9,148
0,3,18,3,18
60,6,156,1,66
60,1,16,1,47
0,5,11,5,63
60,5,128,5,128
60,10,142,1,47
0,1,64,1,5
60,11,93,11,38
60,2,82,2,34
0,11,21,11,48
60,5,0,3,90
0,3,31,3,75
0,5,61,5,119
0,2,116,2,82
60,11,38,11,24
0,5,144,5,67
60,5,128,5,119
60,5,128,11,93
0,5,7,5,67
0,2,73,2,10
0,3,31,3,75
60,2,82,2,126
0,1,46,11,48
0,6,29,9,148
0,5,128,11,38
0,11,48,11,4
60,1,96,1,96
60,3,18,3,99
0,1,64,6,143
0,11,76,11,38
60,11,45,11,38
0,8,59,8,146
60,11,21,11,158
60,10,141,10,142
60,5,0,5,115
60,1,134,6,156
60,2,42,2,73
0,5,102,5,78
60,0,22,6,44
0,5,135,5,140
60,7,60,7,77
0,11,24,11,86
60,5,78,1,66
60,2,34,2,87
60,5,63,5,61
60,11,24,11,21
60,5,61,11,76
60,5,37,5,11
0,11,24,11,39
60,5,128,11,38
0,6,29,6,29
0,1,16,1,134
60,3,35,3,19
0,1,5,6,27
0,0,79,0,122
0,5,67,5,51
60,1,89,1,1
60,2,82,8,146
60,5,54,3,19
0,11,38,5,128
60,1,47,10,141
0,1,1,10,141
60,11,154,1,47
60,5,0,5,114
60,1,56,6,88
0,11,93,1,118
60,5,144,5,0
0,11,33,11,130
0,5,144,3,18
0,8,59,2,10
60,5,61,5,114
0,0,124,0,41
60,3,31,3,75
60,5,67,3,90
0,11,21,11,38
0,11,38,11,158
0,9,148,5,7
60,2,82,2,10
60,11,48,11,48
0,11,20,7,109
60,11,86,11,45
60,11,145,11,24
60,7,60,7,12
0,6,156,6,120
60,8,59,8,59
0,11,76,5,0
60,5,102,5,17
0,11,21,5,128
60,11,24,11,108
0,11,38,5,128
60,0,124,0,2
60,1,56,5,114
0,2,73,2,73
0,11,33,11,83
60,1,118,1,1
0,5,102,11,130
0,5,11,5,0
0,1,56,1,138
60,11,93,11,38
0,11,38,5,11
0,11,158,11,38
0,1,89,1,137
60,5,67,5,114
60,1,89,1,118
0,6,44,0,41
60,1,1,11,48
0,5,51,5,17
0,5,135,5,17
0,1,16,11,38
0,2,73,11,145
0,2,55,2,34
0,9,131,0,124
60,5,115,5,115
60,11,33,11,154
0,1,64,6,143
0,11,24,11,130
0,1,47,1,137
60,6,65,6,40
0,3,53,3,99
60,5,61,5,61
0,11,33,5,102
60,5,102,1,118
0,1,64,1,1
0,3,127,3,125
0,4,72,0,136
60,5,114,5,97
60,1,96,5,51
0,5,115,3,19
60,3,18,5,0
60,11,4,11,38
60,3,75,3,75
0,5,11,5,11
0,1,134,1,56
60,1,138,1,16
60,6,104,6,104
0,5,102,6,152
0,11,86,11,33
60,5,26,11,76
60,11,24,11,145
60,5,97,5,114
60,11,21,11,38
0,1,64,1,89
0,1,134,5,26
0,5,61,5,11
0,5,7,3,35
60,2,87,2,126
0,5,128,11,38
0,1,16,1,64
0,3,18,3,18
0,1,89,1,66
60,11,24,11,154
60,1,89,1,16
60,1,46,5,102
60,5,37,5,102
0,5,135,5,128
60,5,7,0,124
0,1,118,1,134
0,2,73,11,24
60,5,54,3,127
0,11,38,11,38
60,8,59,2,87
0,3,99,3,31
0,7,60,10,28
0,1,5,1,64
0,11,48,11,154
60,5,67,9,148
60,1,66,1,118
0,2,73,2,10
60,1,103,1,46
60,11,158,11,4
60,3,98,3,18
0,5,63,5,147
60,6,27,0,124
0,5,63,5,63
0,11,38,5,63
0,11,121,11,108
0,11,83,11,21
0,3,31,3,125
0,1,103,6,156
0,5,102,11,48
60,5,37,5,37
0,0,41,6,44
0,5,114,1,96
0,5,11,11,93
0,11,117,11,38
60,11,20,2,42
0,11,38,11,38
0,0,124,0,157
60,10,142,10,68
60,3,18,5,115
0,11,38,5,128
0,5,128,5,0
60,11,93,5,128
60,11,38,11,92
60,5,54,5,115
60,3,90,3,98
60,11,38,5,61
60,11,48,5,102
60,3,75,5,37
0,5,11,5,37
0,11,38,11,38
0,9,95,3,58
60,5,67,5,115
60,5,78,5,26
0,5,147,5,119
0,5,11,5,78
0,1,155,4,30
60,3,127,3,99
60,0,91,0,157
0,2,116,2,116
60,8,59,8,106
60,0,91,0,157
60,11,38,5,26
0,1,66,6,65
60,11,145,11,83
0,5,26,5,97
60,1,118,11,83
60,11,130,11,21
60,5,17,5,102
0,11,38,11,38
60,11,158,11,38
0,1,1,10,141
0,1,1,11,86
0,2,82,2,82
0,5,115,5,7
60,3,127,3,35
60,11,154,11,92
60,11,24,7,43
0,6,40,1,56
60,9,131,0,157
60,11,83,11,48
0,5,51,5,26
60,0,25,0,25
60,11,38,5,128
60,11,117,11,117
60,2,82,2,116
0,6,40,5,51
60,2,73,2,116
0,5,26,1,134
0,11,93,5,128
0,0,157,0,157
0,11,38,5,128
60,2,82,11,21
60,11,45,11,145
60,1,56,6,152
60,1,118,11,83
0,9,112,9,112
60,1,134,1,89
60,0,157,9,49
0,10,14,11,62
0,11,38,11,93
60,5,97,5,119
60,1,89,11,83
0,3,31,3,75
60,11,38,5,140
0,2,10,11,24
0,5,32,5,32
0,11,62,11,62
60,1,47,1,89
0,11,21,11,21
60,5,67,5,26
0,1,1,5,51
0,2,87,8,59
60,1,96,5,17
0,1,89,1,66
60,1,66,1,66
60,2,73,11,108
60,11,38,5,37
60,5,128,5,11
0,3,18,3,90
60,2,116,8,106
60,5,17,1,56
0,11,158,11,38
60,5,147,5,32
